,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.16035952,0.020522953347894498
1,1,3,0.4,0.15794027,0.02736393779719267
2,2,3,0.5,0.15387322,0.03420492224649083
3,3,3,0.6,0.14965753,0.041045906695788996
4,4,3,0.7,0.14685562,0.04788689114508716
5,5,5,0.3,0.14339441,0.03420492224649083
6,6,5,0.4,0.14048053,0.04560656299532111
7,7,5,0.5,0.13930453,0.05700820374415139
8,8,5,0.6,0.138744,0.06840984449298167
9,9,5,0.7,0.13841006,0.07981148524181195
10,10,7,0.3,0.13861838,0.047886891145087165
11,11,7,0.4,0.1377585,0.06384918819344956
12,12,7,0.5,0.13744003,0.07981148524181195
13,13,7,0.6,0.1372665,0.09577378229017433
14,14,7,0.7,0.13716178,0.1117360793385367
15,15,9,0.3,0.13739929,0.06156886004368349
16,16,9,0.4,0.1370687,0.082091813391578
17,17,9,0.5,0.13694122,0.1026147667394725
18,18,9,0.6,0.13688004,0.12313772008736698
19,19,9,0.7,0.13685183,0.14366067343526148
20,20,11,0.3,0.13698421,0.07525082894227983
21,21,11,0.4,0.13683417,0.10033443858970645
22,22,11,0.5,0.13679068,0.12541804823713304
23,23,11,0.6,0.13678558,0.15050165788455966
24,24,11,0.7,0.13680014,0.17558526753198625
