,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.089933574,0.02012651235316408
1,1,3,0.4,0.089057215,0.02683534980421878
2,2,3,0.5,0.087773934,0.03354418725527347
3,3,3,0.6,0.085675314,0.04025302470632816
4,4,3,0.7,0.08372539,0.04696186215738285
5,5,5,0.3,0.08094652,0.03354418725527347
6,6,5,0.4,0.07931061,0.0447255830070313
7,7,5,0.5,0.07843655,0.05590697875878912
8,8,5,0.6,0.07801547,0.06708837451054694
9,9,5,0.7,0.07777637,0.07826977026230476
10,10,7,0.3,0.07801148,0.046961862157382864
11,11,7,0.4,0.07737684,0.06261581620984381
12,12,7,0.5,0.077155575,0.07826977026230476
13,13,7,0.6,0.07703989,0.09392372431476573
14,14,7,0.7,0.07696845,0.10957767836722666
15,15,9,0.3,0.07713825,0.06037953705949224
16,16,9,0.4,0.076907285,0.08050604941265634
17,17,9,0.5,0.07682246,0.10063256176582042
18,18,9,0.6,0.07678252,0.12075907411898448
19,19,9,0.7,0.0767657,0.14088558647214858
20,20,11,0.3,0.07684863,0.07379721196160163
21,21,11,0.4,0.07674683,0.09839628261546886
22,22,11,0.5,0.07671907,0.12299535326933607
23,23,11,0.6,0.076719604,0.14759442392320327
24,24,11,0.7,0.07673684,0.17219349457707048
