,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.1820203,0.021234609576786675
1,1,3,0.4,0.1753295,0.028312812769048908
2,2,3,0.5,0.16942516,0.035391015961311126
3,3,3,0.6,0.16627128,0.04246921915357335
4,4,3,0.7,0.16478445,0.04954742234583557
5,5,5,0.3,0.16126741,0.035391015961311126
6,6,5,0.4,0.15898235,0.04718802128174817
7,7,5,0.5,0.15816519,0.058985026602185214
8,8,5,0.6,0.1577454,0.07078203192262225
9,9,5,0.7,0.1575093,0.0825790372430593
10,10,7,0.3,0.15746455,0.04954742234583558
11,11,7,0.4,0.15680502,0.06606322979444744
12,12,7,0.5,0.15653773,0.0825790372430593
13,13,7,0.6,0.15640278,0.09909484469167117
14,14,7,0.7,0.15633199,0.115610652140283
15,15,9,0.3,0.15648846,0.06370382873036003
16,16,9,0.4,0.15621176,0.08493843830714672
17,17,9,0.5,0.15611267,0.10617304788393339
18,18,9,0.6,0.15607381,0.12740765746072005
19,19,9,0.7,0.15606159,0.14864226703750674
20,20,11,0.3,0.15614268,0.07786023511488448
21,21,11,0.4,0.1560306,0.10381364681984598
22,22,11,0.5,0.15601146,0.12976705852480747
23,23,11,0.6,0.15602207,0.15572047022976895
24,24,11,0.7,0.15604295,0.18167388193473044
