,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.0865328,0.02012651235316408
1,1,3,0.4,0.08569038,0.02683534980421878
2,2,3,0.5,0.08445592,0.03354418725527347
3,3,3,0.6,0.082436785,0.04025302470632816
4,4,3,0.7,0.08056091,0.04696186215738285
5,5,5,0.3,0.07789309,0.03354418725527347
6,6,5,0.4,0.07632053,0.0447255830070313
7,7,5,0.5,0.07548022,0.05590697875878912
8,8,5,0.6,0.075075574,0.06708837451054694
9,9,5,0.7,0.07484604,0.07826977026230476
10,10,7,0.3,0.075071536,0.046961862157382864
11,11,7,0.4,0.074462615,0.06261581620984381
12,12,7,0.5,0.07425105,0.07826977026230476
13,13,7,0.6,0.074140936,0.09392372431476573
14,14,7,0.7,0.07407338,0.10957767836722666
15,15,9,0.3,0.074236706,0.06037953705949224
16,16,9,0.4,0.07401721,0.08050604941265634
17,17,9,0.5,0.07393763,0.10063256176582042
18,18,9,0.6,0.07390102,0.12075907411898448
19,19,9,0.7,0.073886655,0.14088558647214858
20,20,11,0.3,0.073963344,0.07379721196160163
21,21,11,0.4,0.07386945,0.09839628261546886
22,22,11,0.5,0.07384576,0.12299535326933607
23,23,11,0.6,0.073849015,0.14759442392320327
24,24,11,0.7,0.07386833,0.17219349457707048
