,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.10371451,0.020286321138879425
1,1,3,0.4,0.102549255,0.02704842818517257
2,2,3,0.5,0.100612156,0.03381053523146571
3,3,3,0.6,0.09797012,0.04057264227775885
4,4,3,0.7,0.095849745,0.04733474932405198
5,5,5,0.3,0.09311733,0.03381053523146571
6,6,5,0.4,0.091185674,0.045080713641954276
7,7,5,0.5,0.09027894,0.05635089205244285
8,8,5,0.6,0.0898503,0.06762107046293142
9,9,5,0.7,0.08960065,0.07889124887341999
10,10,7,0.3,0.08980885,0.047334749324051996
11,11,7,0.4,0.08915201,0.063112999098736
12,12,7,0.5,0.088918746,0.07889124887341999
13,13,7,0.6,0.08879394,0.09466949864810399
14,14,7,0.7,0.08871765,0.11044774842278797
15,15,9,0.3,0.08889345,0.06085896341663827
16,16,9,0.4,0.08864998,0.0811452845555177
17,17,9,0.5,0.0885589,0.10143160569439713
18,18,9,0.6,0.08851668,0.12171792683327654
19,19,9,0.7,0.08849942,0.14200424797215597
20,20,11,0.3,0.088590555,0.07438317750922456
21,21,11,0.4,0.0884828,0.09917757001229942
22,22,11,0.5,0.088453956,0.12397196251537426
23,23,11,0.6,0.08845524,0.14876635501844912
24,24,11,0.7,0.08847345,0.17356074752152395
