,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.17396449,0.021096279690559556
1,1,3,0.4,0.16837692,0.028128372920746086
2,2,3,0.5,0.16260624,0.0351604661509326
3,3,3,0.6,0.15919268,0.04219255938111911
4,4,3,0.7,0.15751202,0.04922465261130563
5,5,5,0.3,0.1542243,0.0351604661509326
6,6,5,0.4,0.15183863,0.046880621534576804
7,7,5,0.5,0.15099534,0.058600776918221
8,8,5,0.6,0.1505637,0.0703209323018652
9,9,5,0.7,0.1503151,0.0820410876855094
10,10,7,0.3,0.1503053,0.049224652611305646
11,11,7,0.4,0.14963719,0.06563287014840753
12,12,7,0.5,0.14936748,0.0820410876855094
13,13,7,0.6,0.14922802,0.09844930522261129
14,14,7,0.7,0.14915274,0.11485752275971314
15,15,9,0.3,0.14931437,0.06328883907167868
16,16,9,0.4,0.1490334,0.08438511876223824
17,17,9,0.5,0.14893067,0.1054813984527978
18,18,9,0.6,0.14888869,0.12657767814335735
19,19,9,0.7,0.14887448,0.14767395783391693
20,20,11,0.3,0.14895442,0.07735302553205171
21,21,11,0.4,0.148833,0.10313736737606898
22,22,11,0.5,0.14880826,0.1289217092200862
23,23,11,0.6,0.14881587,0.15470605106410343
24,24,11,0.7,0.14883578,0.18049039290812066
