,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.071668595,0.024681204489742852
1,1,3,0.4,0.0712097,0.032908272652990476
2,2,3,0.5,0.07108411,0.04113534081623809
3,3,3,0.6,0.07103934,0.049362408979485704
4,4,3,0.7,0.07102029,0.05758947714273332
5,5,5,0.3,0.06865609,0.04113534081623809
6,6,5,0.4,0.06848693,0.054847121088317456
7,7,5,0.5,0.06844073,0.06855890136039682
8,8,5,0.6,0.0684244,0.08227068163247618
9,9,5,0.7,0.0684176,0.09598246190455555
10,10,7,0.3,0.068085045,0.05758947714273333
11,11,7,0.4,0.0680266,0.07678596952364444
12,12,7,0.5,0.068012476,0.09598246190455555
13,13,7,0.6,0.06800835,0.11517895428546666
14,14,7,0.7,0.06800711,0.13437544666637777
15,15,9,0.3,0.067931294,0.07404361346922857
16,16,9,0.4,0.06791425,0.09872481795897142
17,17,9,0.5,0.06791326,0.12340602244871428
18,18,9,0.6,0.067914605,0.14808722693845713
19,19,9,0.7,0.06791609,0.17276843142819998
20,20,11,0.3,0.06789142,0.0904977497957238
21,21,11,0.4,0.06789496,0.12066366639429842
22,22,11,0.5,0.06790117,0.150829582992873
23,23,11,0.6,0.067905806,0.1809954995914476
24,24,11,0.7,0.06790904,0.21116141619002218
