,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.17770204,0.023564625213596428
1,1,3,0.4,0.17530958,0.031419500284795246
2,2,3,0.5,0.17466936,0.039274375355994054
3,3,3,0.6,0.17444582,0.047129250427192855
4,4,3,0.7,0.17435223,0.05498412549839166
5,5,5,0.3,0.16891412,0.039274375355994054
6,6,5,0.4,0.16821691,0.05236583380799207
7,7,5,0.5,0.16801369,0.06545729225999009
8,8,5,0.6,0.16793965,0.07854875071198811
9,9,5,0.7,0.16790822,0.09164020916398612
10,10,7,0.3,0.16724707,0.05498412549839168
11,11,7,0.4,0.16700779,0.07331216733118891
12,12,7,0.5,0.16694583,0.09164020916398612
13,13,7,0.6,0.16692682,0.10996825099678335
14,14,7,0.7,0.16692074,0.12829629282958055
15,15,9,0.3,0.16678947,0.07069387564078929
16,16,9,0.4,0.16671021,0.09425850085438572
17,17,9,0.5,0.16669965,0.11782312606798216
18,18,9,0.6,0.16670167,0.14138775128157857
19,19,9,0.7,0.1667057,0.16495237649517502
20,20,11,0.3,0.16665967,0.08640362578318692
21,21,11,0.4,0.16665354,0.11520483437758255
22,22,11,0.5,0.16666809,0.1440060429719782
23,23,11,0.6,0.1666811,0.17280725156637383
24,24,11,0.7,0.16669077,0.20160846016076944
