,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.11539297,0.022076527057477948
1,1,3,0.4,0.110129744,0.029435369409970605
2,2,3,0.5,0.108067594,0.03679421176246325
3,3,3,0.6,0.10729833,0.044153054114955896
4,4,3,0.7,0.10697778,0.05151189646744854
5,5,5,0.3,0.10428103,0.03679421176246325
6,6,5,0.4,0.10339859,0.04905894901661766
7,7,5,0.5,0.10306197,0.06132368627077208
8,8,5,0.6,0.102908954,0.0735884235249265
9,9,5,0.7,0.10283479,0.08585316077908091
10,10,7,0.3,0.10265749,0.051511896467448554
11,11,7,0.4,0.102346666,0.06868252862326474
12,12,7,0.5,0.10223065,0.08585316077908091
13,13,7,0.6,0.10218065,0.10302379293489711
14,14,7,0.7,0.102157764,0.12019442509071326
15,15,9,0.3,0.102184646,0.06622958117243384
16,16,9,0.4,0.1020531,0.0883061082299118
17,17,9,0.5,0.10201161,0.11038263528738974
18,18,9,0.6,0.10199815,0.13245916234486768
19,19,9,0.7,0.10199478,0.15453568940234563
20,20,11,0.3,0.10201526,0.08094726587741914
21,21,11,0.4,0.10196498,0.10792968783655887
22,22,11,0.5,0.10196005,0.1349121097956986
23,23,11,0.6,0.10196632,0.16189453175483828
24,24,11,0.7,0.10197459,0.188876953713978
