,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.1750673,0.021367646375861638
1,1,3,0.4,0.16791436,0.028490195167815525
2,2,3,0.5,0.16248971,0.0356127439597694
3,3,3,0.6,0.15983188,0.042735292751723275
4,4,3,0.7,0.15862177,0.04985784154367715
5,5,5,0.3,0.1551806,0.0356127439597694
6,6,5,0.4,0.15317138,0.04748365861302587
7,7,5,0.5,0.15244117,0.05935457326628234
8,8,5,0.6,0.1520676,0.0712254879195388
9,9,5,0.7,0.15186216,0.08309640257279527
10,10,7,0.3,0.15180025,0.049857841543677166
11,11,7,0.4,0.15120271,0.06647712205823622
12,12,7,0.5,0.15096086,0.08309640257279527
13,13,7,0.6,0.15084179,0.09971568308735433
14,14,7,0.7,0.15078108,0.11633496360191337
15,15,9,0.3,0.15091716,0.06410293912758491
16,16,9,0.4,0.15066725,0.08547058550344656
17,17,9,0.5,0.15057974,0.1068382318793082
18,18,9,0.6,0.15054679,0.12820587825516983
19,19,9,0.7,0.15053722,0.1495735246310315
20,20,11,0.3,0.15060486,0.07834803671149268
21,21,11,0.4,0.15050718,0.10446404894865692
22,22,11,0.5,0.15049371,0.13058006118582113
23,23,11,0.6,0.15050597,0.15669607342298536
24,24,11,0.7,0.15052602,0.1828120856601496
