,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.1506731,0.020564295757310527
1,1,3,0.4,0.14826941,0.027419061009747375
2,2,3,0.5,0.14428493,0.03427382626218421
3,3,3,0.6,0.14033726,0.04112859151462105
4,4,3,0.7,0.13778406,0.047983356767057894
5,5,5,0.3,0.13461022,0.03427382626218421
6,6,5,0.4,0.13189475,0.04569843501624562
7,7,5,0.5,0.13081862,0.057123043770307025
8,8,5,0.6,0.13030165,0.06854765252436842
9,9,5,0.7,0.12999234,0.07997226127842984
10,10,7,0.3,0.13015464,0.0479833567670579
11,11,7,0.4,0.12935996,0.06397780902274387
12,12,7,0.5,0.12906237,0.07997226127842984
13,13,7,0.6,0.12890002,0.0959667135341158
14,14,7,0.7,0.12880237,0.11196116578980175
15,15,9,0.3,0.12902226,0.061692887271931576
16,16,9,0.4,0.1287109,0.08225718302924212
17,17,9,0.5,0.12858969,0.10282147878655264
18,18,9,0.6,0.12853143,0.12338577454386315
19,19,9,0.7,0.12850453,0.14395007030117368
20,20,11,0.3,0.12863025,0.07540241777680527
21,21,11,0.4,0.12848629,0.10053655703574037
22,22,11,0.5,0.12844402,0.12567069629467545
23,23,11,0.6,0.12843876,0.15080483555361054
24,24,11,0.7,0.12845221,0.1759389748125456
