,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.0931094,0.020241451720990147
1,1,3,0.4,0.09210767,0.026988602294653538
2,2,3,0.5,0.09048426,0.03373575286831692
3,3,3,0.6,0.088154025,0.04048290344198029
4,4,3,0.7,0.08620983,0.047230054015643674
5,5,5,0.3,0.08366032,0.03373575286831692
6,6,5,0.4,0.0819343,0.04498100382442256
7,7,5,0.5,0.08109653,0.056226254780528194
8,8,5,0.6,0.08069944,0.06747150573663384
9,9,5,0.7,0.08046942,0.07871675669273948
10,10,7,0.3,0.08067073,0.04723005401564369
11,11,7,0.4,0.08006294,0.06297340535419159
12,12,7,0.5,0.07984768,0.07871675669273948
13,13,7,0.6,0.07973249,0.09446010803128738
14,14,7,0.7,0.07966146,0.11020345936983525
15,15,9,0.3,0.07982599,0.06072435516297044
16,16,9,0.4,0.079599865,0.0809658068839606
17,17,9,0.5,0.07951471,0.10120725860495075
18,18,9,0.6,0.07947464,0.12144871032594089
19,19,9,0.7,0.07945781,0.14169016204693105
20,20,11,0.3,0.079543516,0.07421865631029721
21,21,11,0.4,0.07944158,0.09895820841372963
22,22,11,0.5,0.07941344,0.12369776051716203
23,23,11,0.6,0.079413645,0.14843731262059442
24,24,11,0.7,0.07943005,0.17317686472402682
