,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.14796536,0.02148017656151436
1,1,3,0.4,0.14149974,0.028640235415352485
2,2,3,0.5,0.13716632,0.035800294269190604
3,3,3,0.6,0.1351718,0.04296035312302872
4,4,3,0.7,0.1342842,0.050120411976866834
5,5,5,0.3,0.13127792,0.035800294269190604
6,6,5,0.4,0.12969548,0.047733725692254134
7,7,5,0.5,0.12910938,0.05966715711531767
8,8,5,0.6,0.12881169,0.07160058853838121
9,9,5,0.7,0.12865083,0.08353401996144473
10,10,7,0.3,0.1285707,0.05012041197686684
11,11,7,0.4,0.12807912,0.06682721596915579
12,12,7,0.5,0.12787797,0.08353401996144473
13,13,7,0.6,0.1277786,0.10024082395373368
14,14,7,0.7,0.12772733,0.11694762794602262
15,15,9,0.3,0.12784459,0.06444052968454307
16,16,9,0.4,0.12763251,0.08592070624605745
17,17,9,0.5,0.12755439,0.1074008828075718
18,18,9,0.6,0.12752175,0.12888105936908614
19,19,9,0.7,0.127509,0.15036123593060052
20,20,11,0.3,0.12758055,0.07876064739221932
21,21,11,0.4,0.12749028,0.10501419652295911
22,22,11,0.5,0.12747006,0.13126774565369886
23,23,11,0.6,0.1274718,0.15752129478443863
24,24,11,0.7,0.12748101,0.1837748439151784
