,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.148172,0.020308538599409343
1,1,3,0.4,0.14645778,0.02707805146587913
2,2,3,0.5,0.14359091,0.03384756433234891
3,3,3,0.6,0.13978611,0.040617077198818685
4,4,3,0.7,0.13679335,0.04738659006528846
5,5,5,0.3,0.13299397,0.03384756433234891
6,6,5,0.4,0.13023213,0.04513008577646521
7,7,5,0.5,0.12895556,0.056412607220581515
8,8,5,0.6,0.12835337,0.06769512866469782
9,9,5,0.7,0.12800276,0.07897765010881412
10,10,7,0.3,0.1282954,0.047386590065288475
11,11,7,0.4,0.12737398,0.0631821200870513
12,12,7,0.5,0.1270463,0.07897765010881412
13,13,7,0.6,0.12686963,0.09477318013057695
14,14,7,0.7,0.12676027,0.11056871015233975
15,15,9,0.3,0.1270095,0.06092561579822803
16,16,9,0.4,0.12666695,0.08123415439763738
17,17,9,0.5,0.1265362,0.10154269299704673
18,18,9,0.6,0.1264723,0.12185123159645606
19,19,9,0.7,0.12644204,0.1421597701958654
20,20,11,0.3,0.12658414,0.0744646415311676
21,21,11,0.4,0.12642963,0.09928618870822348
22,22,11,0.5,0.12638308,0.12410773588527933
23,23,11,0.6,0.12637597,0.1489292830623352
24,24,11,0.7,0.12639014,0.17375083023939106
