,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.18561433,0.023537296629250956
1,1,3,0.4,0.18305251,0.031383062172334615
2,2,3,0.5,0.18236601,0.03922882771541826
3,3,3,0.6,0.1821261,0.04707459325850191
4,4,3,0.7,0.18202548,0.05492035880158556
5,5,5,0.3,0.17635952,0.03922882771541826
6,6,5,0.4,0.17561802,0.05230510362055769
7,7,5,0.5,0.1754005,0.0653813795256971
8,8,5,0.6,0.17532083,0.07845765543083652
9,9,5,0.7,0.17528687,0.09153393133597595
10,10,7,0.3,0.17459664,0.05492035880158557
11,11,7,0.4,0.1743352,0.07322714506878077
12,12,7,0.5,0.17426448,0.09153393133597595
13,13,7,0.6,0.17424123,0.10984071760317114
14,14,7,0.7,0.17423278,0.1281475038703663
15,15,9,0.3,0.17409651,0.07061188988775287
16,16,9,0.4,0.17400058,0.09414918651700384
17,17,9,0.5,0.17398289,0.1176864831462548
18,18,9,0.6,0.17398125,0.14122377977550574
19,19,9,0.7,0.17398322,0.1647610764047567
20,20,11,0.3,0.17394136,0.08630342097392017
21,21,11,0.4,0.17392136,0.11507122796522691
22,22,11,0.5,0.1739297,0.14383903495653363
23,23,11,0.6,0.17393942,0.17260684194784034
24,24,11,0.7,0.17394722,0.20137464893914706
