,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.14364003,0.020705069315621518
1,1,3,0.4,0.14085189,0.027606759087495363
2,2,3,0.5,0.13660006,0.0345084488593692
3,3,3,0.6,0.13298362,0.041410138631243036
4,4,3,0.7,0.13084589,0.04831182840311687
5,5,5,0.3,0.12807788,0.0345084488593692
6,6,5,0.4,0.12563558,0.0460112651458256
7,7,5,0.5,0.1247261,0.057514081432282
8,8,5,0.6,0.1242844,0.0690168977187384
9,9,5,0.7,0.12402243,0.0805197140051948
10,10,7,0.3,0.12416952,0.04831182840311688
11,11,7,0.4,0.12351329,0.06441577120415584
12,12,7,0.5,0.12327044,0.0805197140051948
13,13,7,0.6,0.12314426,0.09662365680623376
14,14,7,0.7,0.123074576,0.1127275996072727
15,15,9,0.3,0.12326071,0.06211520794686455
16,16,9,0.4,0.12303645,0.08282027726248607
17,17,9,0.5,0.122964814,0.1035253465781076
18,18,9,0.6,0.12294153,0.1242304158937291
19,19,9,0.7,0.12294061,0.14493548520935062
20,20,11,0.3,0.123006195,0.07591858749061223
21,21,11,0.4,0.12295276,0.10122478332081632
22,22,11,0.5,0.122965276,0.1265309791510204
23,23,11,0.6,0.1229969,0.15183717498122445
24,24,11,0.7,0.123035625,0.17714337081142853
