,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.088302545,0.020103030169214702
1,1,3,0.4,0.08745484,0.02680404022561961
2,2,3,0.5,0.08624508,0.03350505028202451
3,3,3,0.6,0.08421559,0.040206060338429404
4,4,3,0.7,0.08228676,0.046907070394834306
5,5,5,0.3,0.079498485,0.03350505028202451
6,6,5,0.4,0.07790403,0.04467340037603268
7,7,5,0.5,0.07703515,0.05584175047004085
8,8,5,0.6,0.07661468,0.06701010056404902
9,9,5,0.7,0.07637672,0.07817845065805719
10,10,7,0.3,0.07661821,0.04690707039483431
11,11,7,0.4,0.07598466,0.06254276052644575
12,12,7,0.5,0.07576319,0.07817845065805719
13,13,7,0.6,0.07564793,0.09381414078966863
14,14,7,0.7,0.07557698,0.10944983092128005
15,15,9,0.3,0.075752586,0.06030909050764411
16,16,9,0.4,0.075521976,0.08041212067685882
17,17,9,0.5,0.075437486,0.10051515084607353
18,18,9,0.6,0.07539778,0.12061818101528822
19,19,9,0.7,0.075381204,0.14072121118450293
20,20,11,0.3,0.075467974,0.07371111062045392
21,21,11,0.4,0.075367965,0.09828148082727191
22,22,11,0.5,0.075340934,0.12285185103408987
23,23,11,0.6,0.075341776,0.14742222124090784
24,24,11,0.7,0.07535919,0.1719925914477258
