,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.120356016,0.022143035316122855
1,1,3,0.4,0.11498166,0.029524047088163814
2,2,3,0.5,0.11296284,0.036905058860204766
3,3,3,0.6,0.112217635,0.04428607063224571
4,4,3,0.7,0.11190712,0.05166708240428666
5,5,5,0.3,0.109053396,0.036905058860204766
6,6,5,0.4,0.10815832,0.049206745146939686
7,7,5,0.5,0.10781873,0.061508431433674605
8,8,5,0.6,0.10766622,0.07381011772040953
9,9,5,0.7,0.10759273,0.08611180400714445
10,10,7,0.3,0.10740167,0.05166708240428667
11,11,7,0.4,0.107085876,0.06888944320571556
12,12,7,0.5,0.10696954,0.08611180400714445
13,13,7,0.6,0.10692002,0.10333416480857334
14,14,7,0.7,0.10689751,0.12055652561000221
15,15,9,0.3,0.10692229,0.06642910594836857
16,16,9,0.4,0.10678977,0.08857214126449144
17,17,9,0.5,0.10674793,0.11071517658061429
18,18,9,0.6,0.10673397,0.13285821189673713
19,19,9,0.7,0.10673006,0.15500124721286
20,20,11,0.3,0.10675214,0.08119112949245047
21,21,11,0.4,0.10670125,0.10825483932326731
22,22,11,0.5,0.10669502,0.13531854915408414
23,23,11,0.6,0.10669971,0.16238225898490094
24,24,11,0.7,0.10670652,0.18944596881571776
