,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.15653321,0.020352537875434732
1,1,3,0.4,0.15463758,0.027136717167246315
2,2,3,0.5,0.1514134,0.03392089645905789
3,3,3,0.6,0.14734387,0.040705075750869464
4,4,3,0.7,0.14425762,0.04748925504268103
5,5,5,0.3,0.1403637,0.03392089645905789
6,6,5,0.4,0.13745026,0.045227861945410515
7,7,5,0.5,0.13614605,0.05653482743176315
8,8,5,0.6,0.13553055,0.06784179291811578
9,9,5,0.7,0.1351694,0.0791487584044684
10,10,7,0.3,0.13546504,0.04748925504268105
11,11,7,0.4,0.13451852,0.06331900672357473
12,12,7,0.5,0.1341769,0.0791487584044684
13,13,7,0.6,0.13399103,0.0949785100853621
14,14,7,0.7,0.13387598,0.11080826176625576
15,15,9,0.3,0.13413507,0.06105761362630419
16,16,9,0.4,0.13377562,0.08141015150173893
17,17,9,0.5,0.13363591,0.10176268937717367
18,18,9,0.6,0.13356638,0.12211522725260839
19,19,9,0.7,0.13353197,0.14246776512804313
20,20,11,0.3,0.13367951,0.07462597220992735
21,21,11,0.4,0.13350996,0.09950129627990315
22,22,11,0.5,0.13345568,0.12437662034987892
23,23,11,0.6,0.13344306,0.1492519444198547
24,24,11,0.7,0.13345234,0.17412726848983048
