,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.1837519,0.023672036560521127
1,1,3,0.4,0.18150035,0.03156271541402818
2,2,3,0.5,0.18089409,0.03945339426753521
3,3,3,0.6,0.18068057,0.04734407312104225
4,4,3,0.7,0.18059038,0.05523475197454929
5,5,5,0.3,0.1749081,0.03945339426753521
6,6,5,0.4,0.17421852,0.05260452569004695
7,7,5,0.5,0.1740191,0.0657556571125587
8,8,5,0.6,0.17394637,0.07890678853507042
9,9,5,0.7,0.17391537,0.09205791995758217
10,10,7,0.3,0.17321101,0.0552347519745493
11,11,7,0.4,0.1729706,0.07364633596606573
12,12,7,0.5,0.1729077,0.09205791995758217
13,13,7,0.6,0.1728878,0.1104695039490986
14,14,7,0.7,0.17288098,0.128881087940615
15,15,9,0.3,0.17273888,0.07101610968156338
16,16,9,0.4,0.17265548,0.09468814624208452
17,17,9,0.5,0.17264247,0.11836018280260564
18,18,9,0.6,0.17264289,0.14203221936312677
19,19,9,0.7,0.17264585,0.1657042559236479
20,20,11,0.3,0.17259997,0.08679746738857747
21,21,11,0.4,0.17259027,0.1157299565181033
22,22,11,0.5,0.17260292,0.14466244564762912
23,23,11,0.6,0.17261477,0.17359493477715493
24,24,11,0.7,0.1726237,0.20252742390668074
