,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.079988055,0.024869288331633797
1,1,3,0.4,0.07950556,0.03315905110884507
2,2,3,0.5,0.07937375,0.04144881388605633
3,3,3,0.6,0.07932672,0.04973857666326759
4,4,3,0.7,0.07930671,0.05802833944047885
5,5,5,0.3,0.0766492,0.04144881388605633
6,6,5,0.4,0.07647236,0.05526508518140844
7,7,5,0.5,0.07642409,0.06908135647676054
8,8,5,0.6,0.076407045,0.08289762777211265
9,9,5,0.7,0.07639995,0.09671389906746476
10,10,7,0.3,0.07602206,0.05802833944047887
11,11,7,0.4,0.075960845,0.07737111925397182
12,12,7,0.5,0.07594597,0.09671389906746476
13,13,7,0.6,0.0759416,0.11605667888095773
14,14,7,0.7,0.07594028,0.13539945869445066
15,15,9,0.3,0.075849876,0.07460786499490138
16,16,9,0.4,0.075830676,0.09947715332653519
17,17,9,0.5,0.07582883,0.124346441658169
18,18,9,0.6,0.07582977,0.14921572998980276
19,19,9,0.7,0.07583101,0.17408501832143658
20,20,11,0.3,0.075801924,0.09118739054932393
21,21,11,0.4,0.07580371,0.12158318739909858
22,22,11,0.5,0.075809196,0.1519789842488732
23,23,11,0.6,0.075813465,0.18237478109864785
24,24,11,0.7,0.07581647,0.21277057794842247
