,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.151147,0.020352537875434732
1,1,3,0.4,0.14931595,0.027136717167246315
2,2,3,0.5,0.14620289,0.03392089645905789
3,3,3,0.6,0.14227438,0.040705075750869464
4,4,3,0.7,0.13929537,0.04748925504268103
5,5,5,0.3,0.13554344,0.03392089645905789
6,6,5,0.4,0.132729,0.045227861945410515
7,7,5,0.5,0.1314685,0.05653482743176315
8,8,5,0.6,0.13087341,0.06784179291811578
9,9,5,0.7,0.13052416,0.0791487584044684
10,10,7,0.3,0.13081741,0.04748925504268105
11,11,7,0.4,0.12990388,0.06331900672357473
12,12,7,0.5,0.12957409,0.0791487584044684
13,13,7,0.6,0.12939453,0.0949785100853621
14,14,7,0.7,0.12928323,0.11080826176625576
15,15,9,0.3,0.12953836,0.06105761362630419
16,16,9,0.4,0.12919359,0.08141015150173893
17,17,9,0.5,0.12905984,0.10176268937717367
18,18,9,0.6,0.12899332,0.12211522725260839
19,19,9,0.7,0.1289605,0.14246776512804313
20,20,11,0.3,0.12910528,0.07462597220992735
21,21,11,0.4,0.12894621,0.09950129627990315
22,22,11,0.5,0.12889662,0.12437662034987892
23,23,11,0.6,0.12888637,0.1492519444198547
24,24,11,0.7,0.12889682,0.17412726848983048
