,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.11307486,0.023961408443909076
1,1,3,0.4,0.11199163,0.03194854459187878
2,2,3,0.5,0.11169853,0.03993568073984847
3,3,3,0.6,0.111594915,0.04792281688781815
4,4,3,0.7,0.1115511,0.05590995303578784
5,5,5,0.3,0.10796694,0.03993568073984847
6,6,5,0.4,0.10760097,0.05324757431979795
7,7,5,0.5,0.10749807,0.06655946789974744
8,8,5,0.6,0.10746105,0.07987136147969694
9,9,5,0.7,0.107445404,0.09318325505964642
10,10,7,0.3,0.106975675,0.05590995303578786
11,11,7,0.4,0.10684669,0.07454660404771714
12,12,7,0.5,0.10681348,0.09318325505964642
13,13,7,0.6,0.10680297,0.11181990607157571
14,14,7,0.7,0.10679931,0.13045655708350498
15,15,9,0.3,0.10669673,0.07188422533172723
16,16,9,0.4,0.106650524,0.09584563377563632
17,17,9,0.5,0.1066428,0.1198070422195454
18,18,9,0.6,0.10664248,0.14376845066345445
19,19,9,0.7,0.106643654,0.16772985910736354
20,20,11,0.3,0.10661201,0.08785849762766662
21,21,11,0.4,0.10660486,0.11714466350355551
22,22,11,0.5,0.10661044,0.14643082937944438
23,23,11,0.6,0.106616,0.17571699525533324
24,24,11,0.7,0.10662023,0.2050031611312221
