,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.11387641,0.024184848952613972
1,1,3,0.4,0.11294192,0.03224646527015197
2,2,3,0.5,0.11268688,0.040308081587689955
3,3,3,0.6,0.11259607,0.048369697905227944
4,4,3,0.7,0.11255743,0.05643131422276593
5,5,5,0.3,0.10887623,0.040308081587689955
6,6,5,0.4,0.10854159,0.05374410878358661
7,7,5,0.5,0.10844823,0.06718013597948326
8,8,5,0.6,0.108414635,0.08061616317537991
9,9,5,0.7,0.10840037,0.09405219037127656
10,10,7,0.3,0.107900634,0.05643131422276594
11,11,7,0.4,0.107780345,0.07524175229702126
12,12,7,0.5,0.10774917,0.09405219037127656
13,13,7,0.6,0.1077391,0.11286262844553188
14,14,7,0.7,0.10773547,0.13167306651978716
15,15,9,0.3,0.10762474,0.07255454685784192
16,16,9,0.4,0.10758046,0.0967393958104559
17,17,9,0.5,0.10757254,0.12092424476306987
18,18,9,0.6,0.10757175,0.14510909371568384
19,19,9,0.7,0.10757252,0.1692939426682978
20,20,11,0.3,0.10753927,0.0886777794929179
21,21,11,0.4,0.107531175,0.11823703932389054
22,22,11,0.5,0.10753545,0.14779629915486317
23,23,11,0.6,0.107540004,0.1773555589858358
24,24,11,0.7,0.10754355,0.20691481881680843
