,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.16726485,0.02405867176190422
1,1,3,0.4,0.16576649,0.0320782290158723
2,2,3,0.5,0.1653586,0.04009778626984037
3,3,3,0.6,0.16521351,0.04811734352380844
4,4,3,0.7,0.16515182,0.05613690077777651
5,5,5,0.3,0.15982349,0.04009778626984037
6,6,5,0.4,0.15931065,0.05346371502645383
7,7,5,0.5,0.15916851,0.06682964378306729
8,8,5,0.6,0.15911806,0.08019557253968074
9,9,5,0.7,0.159097,0.0935615012962942
10,10,7,0.3,0.15838814,0.05613690077777652
11,11,7,0.4,0.15821123,0.07484920103703536
12,12,7,0.5,0.15816769,0.0935615012962942
13,13,7,0.6,0.15815483,0.11227380155555304
14,14,7,0.7,0.15815091,0.13098610181481188
15,15,9,0.3,0.1579967,0.07217601528571266
16,16,9,0.4,0.15793982,0.0962346870476169
17,17,9,0.5,0.1579335,0.12029335880952112
18,18,9,0.6,0.15793565,0.14435203057142532
19,19,9,0.7,0.15793893,0.16841070233332955
20,20,11,0.3,0.15788826,0.08821512979364882
21,21,11,0.4,0.15788797,0.11762017305819843
22,22,11,0.5,0.15790075,0.14702521632274804
23,23,11,0.6,0.1579113,0.17643025958729763
24,24,11,0.7,0.15791893,0.20583530285184723
