,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.11962495,0.022310578030825562
1,1,3,0.4,0.11471324,0.02974743737443409
2,2,3,0.5,0.11304068,0.03718429671804261
3,3,3,0.6,0.11244021,0.044621156061651124
4,4,3,0.7,0.112191856,0.052058015405259644
5,5,5,0.3,0.10923674,0.03718429671804261
6,6,5,0.4,0.108411245,0.04957906229072347
7,7,5,0.5,0.108105175,0.06197382786340434
8,8,5,0.6,0.107972905,0.07436859343608522
9,9,5,0.7,0.107910946,0.08676335900876608
10,10,7,0.3,0.107681274,0.05205801540525965
11,11,7,0.4,0.10738781,0.06941068720701288
12,12,7,0.5,0.10728521,0.08676335900876608
13,13,7,0.6,0.10724406,0.1041160308105193
14,14,7,0.7,0.10722645,0.12146870261227251
15,15,9,0.3,0.10723091,0.06693173409247669
16,16,9,0.4,0.10711298,0.08924231212330226
17,17,9,0.5,0.10708058,0.11155289015412782
18,18,9,0.6,0.10707255,0.13386346818495337
19,19,9,0.7,0.107072264,0.15617404621577893
20,20,11,0.3,0.10707737,0.08180545277969373
21,21,11,0.4,0.10704006,0.10907393703959166
22,22,11,0.5,0.107042566,0.13634242129948956
23,23,11,0.6,0.10705261,0.16361090555938745
24,24,11,0.7,0.10706265,0.19087938981928537
