,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.09035894,0.02014982376832353
1,1,3,0.5,0.08811055,0.03358303961387255
2,2,3,0.7,0.08401428,0.04701625545942157
3,3,3,0.9,0.0819004,0.0604494713049706
4,4,3,1.1,0.08113752,0.07388268715051963
5,5,5,0.3,0.0812855,0.03358303961387255
6,6,5,0.5,0.07876618,0.05597173268978759
7,7,5,0.7,0.078115694,0.07836042576570262
8,8,5,0.9,0.077857405,0.10074911884161766
9,9,5,1.1,0.077738546,0.1231378119175327
10,10,7,0.3,0.07834182,0.04701625545942158
11,11,7,0.5,0.07749429,0.07836042576570262
12,12,7,0.7,0.07731157,0.10970459607198367
13,13,7,0.9,0.07724375,0.14104876637826472
14,14,7,1.1,0.07722257,0.1723929366845458
15,15,9,0.3,0.077479124,0.06044947130497059
16,16,9,0.5,0.07717123,0.10074911884161766
17,17,9,0.7,0.07712151,0.14104876637826472
18,18,9,0.9,0.0771306,0.18134841391491177
19,19,9,1.1,0.07715744,0.22164806145155885
20,20,11,0.3,0.07719965,0.07388268715051961
21,21,11,0.5,0.07708066,0.1231378119175327
22,22,11,0.7,0.07710647,0.17239293668454575
23,23,11,0.9,0.077173464,0.22164806145155885
24,24,11,1.1,0.07724462,0.27090318621857196
