,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.10966946,0.024184848952613972
1,1,3,0.4,0.10876991,0.03224646527015197
2,2,3,0.5,0.10852452,0.040308081587689955
3,3,3,0.6,0.10843719,0.048369697905227944
4,4,3,0.7,0.10840004,0.05643131422276593
5,5,5,0.3,0.10485632,0.040308081587689955
6,6,5,0.4,0.104534626,0.05374410878358661
7,7,5,0.5,0.10444504,0.06718013597948326
8,8,5,0.6,0.104412876,0.08061616317537991
9,9,5,0.7,0.10439925,0.09405219037127656
10,10,7,0.3,0.103921235,0.05643131422276594
11,11,7,0.4,0.10380738,0.07524175229702126
12,12,7,0.5,0.10377846,0.09405219037127656
13,13,7,0.6,0.10376939,0.11286262844553188
14,14,7,0.7,0.103766285,0.13167306651978716
15,15,9,0.3,0.103660926,0.07255454685784192
16,16,9,0.4,0.1036213,0.0967393958104559
17,17,9,0.5,0.10361524,0.12092424476306987
18,18,9,0.6,0.1036154,0.14510909371568384
19,19,9,0.7,0.10361671,0.1692939426682978
20,20,11,0.3,0.103584066,0.0886777794929179
21,21,11,0.4,0.10357988,0.11823703932389054
22,22,11,0.5,0.10358587,0.14779629915486317
23,23,11,0.6,0.103591315,0.1773555589858358
24,24,11,0.7,0.103595376,0.20691481881680843
