,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.15664792,0.019397439725759972
1,1,3,0.4,0.15539242,0.02586325296767997
2,2,3,0.5,0.15486433,0.03232906620959996
3,3,3,0.6,0.15372995,0.038794879451519944
4,4,3,0.7,0.15141676,0.045260692693439936
5,5,5,0.3,0.14164145,0.03232906620959996
6,6,5,0.4,0.13986656,0.04310542161279994
7,7,5,0.5,0.13815068,0.05388177701599993
8,8,5,0.6,0.13689542,0.06465813241919992
9,9,5,0.7,0.1361536,0.0754344878223999
10,10,7,0.3,0.13686751,0.04526069269343994
11,11,7,0.4,0.1353628,0.06034759025791993
12,12,7,0.5,0.13469148,0.0754344878223999
13,13,7,0.6,0.13437699,0.09052138538687989
14,14,7,0.7,0.13419178,0.10560828295135985
15,15,9,0.3,0.13478662,0.05819231917727992
16,16,9,0.4,0.13410725,0.0775897589030399
17,17,9,0.5,0.13387583,0.09698719862879987
18,18,9,0.6,0.13376029,0.11638463835455984
19,19,9,0.7,0.13369325,0.1357820780803198
20,20,11,0.3,0.13398814,0.0711239456611199
21,21,11,0.4,0.13369684,0.09483192754815989
22,22,11,0.5,0.13360001,0.11853990943519985
23,23,11,0.6,0.1335606,0.1422478913222398
24,24,11,0.7,0.13355196,0.16595587320927976
