,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.1179698,0.0226476495464577
1,1,3,0.4,0.11416416,0.03019686606194361
2,2,3,0.5,0.11303391,0.03774608257742951
3,3,3,0.6,0.112639725,0.0452952990929154
4,4,3,0.7,0.1124771,0.0528445156084013
5,5,5,0.3,0.10934571,0.03774608257742951
6,6,5,0.4,0.10863091,0.05032811010323934
7,7,5,0.5,0.1083797,0.06291013762904918
8,8,5,0.6,0.10827652,0.07549216515485901
9,9,5,0.7,0.10822931,0.08807419268066885
10,10,7,0.3,0.10793317,0.05284451560840131
11,11,7,0.4,0.1076682,0.0704593541445351
12,12,7,0.5,0.10757884,0.08807419268066885
13,13,7,0.6,0.107543275,0.10568903121680262
14,14,7,0.7,0.10752759,0.12330386975293638
15,15,9,0.3,0.10750961,0.06794294863937311
16,16,9,0.4,0.10739609,0.09059059818583082
17,17,9,0.5,0.107362315,0.11323824773228852
18,18,9,0.6,0.107351094,0.13588589727874623
19,19,9,0.7,0.107347436,0.15853354682520393
20,20,11,0.3,0.10735644,0.08304138167034492
21,21,11,0.4,0.10731035,0.11072184222712657
22,22,11,0.5,0.107303075,0.1384023027839082
23,23,11,0.6,0.107304566,0.16608276334068983
24,24,11,0.7,0.10730779,0.19376322389747144
