,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.08224653,0.020352537875434732
1,1,3,0.4,0.08125053,0.027136717167246315
2,2,3,0.5,0.079557,0.03392089645905789
3,3,3,0.6,0.07741986,0.040705075750869464
4,4,3,0.7,0.07579958,0.04748925504268103
5,5,5,0.3,0.0737552,0.03392089645905789
6,6,5,0.4,0.07222412,0.045227861945410515
7,7,5,0.5,0.07153884,0.05653482743176315
8,8,5,0.6,0.07121579,0.06784179291811578
9,9,5,0.7,0.071026705,0.0791487584044684
10,10,7,0.3,0.071181,0.04748925504268105
11,11,7,0.4,0.07068434,0.06331900672357473
12,12,7,0.5,0.07050619,0.0791487584044684
13,13,7,0.6,0.070410565,0.0949785100853621
14,14,7,0.7,0.070352755,0.11080826176625576
15,15,9,0.3,0.07048451,0.06105761362630419
16,16,9,0.4,0.070298105,0.08141015150173893
17,17,9,0.5,0.07022824,0.10176268937717367
18,18,9,0.6,0.070196755,0.12211522725260839
19,19,9,0.7,0.070185065,0.14246776512804313
20,20,11,0.3,0.07024791,0.07462597220992735
21,21,11,0.4,0.0701644,0.09950129627990315
22,22,11,0.5,0.07014374,0.12437662034987892
23,23,11,0.6,0.07014771,0.1492519444198547
24,24,11,0.7,0.07016553,0.17412726848983048
