,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.15543588,0.019884181329733207
1,1,3,0.4,0.15410611,0.026512241772977615
2,2,3,0.5,0.15273857,0.033140302216222016
3,3,3,0.6,0.14988914,0.039768362659466414
4,4,3,0.7,0.14649041,0.04639642310271081
5,5,5,0.3,0.14020298,0.033140302216222016
6,6,5,0.4,0.13762864,0.044187069621629355
7,7,5,0.5,0.13592213,0.05523383702703669
8,8,5,0.6,0.13503309,0.06628060443244403
9,9,5,0.7,0.1345427,0.07732737183785136
10,10,7,0.3,0.13509764,0.046396423102710825
11,11,7,0.4,0.13381943,0.0618618974702811
12,12,7,0.5,0.13336621,0.07732737183785136
13,13,7,0.6,0.13313927,0.09279284620542165
14,14,7,0.7,0.13299713,0.1082583205729919
15,15,9,0.3,0.13336244,0.05965254398919962
16,16,9,0.4,0.13289063,0.07953672531893284
17,17,9,0.5,0.13272117,0.09942090664866604
18,18,9,0.6,0.13263458,0.11930508797839924
19,19,9,0.7,0.13258775,0.13918926930813247
20,20,11,0.3,0.1327904,0.07290866487568842
21,21,11,0.4,0.13258488,0.09721155316758458
22,22,11,0.5,0.13251597,0.12151444145948072
23,23,11,0.6,0.13249332,0.14581732975137685
24,24,11,0.7,0.13249645,0.17012021804327299
