,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.09488848,0.02078304487284844
1,1,3,0.4,0.09283074,0.02771072649713126
2,2,3,0.5,0.089888975,0.03463840812141407
3,3,3,0.6,0.087579675,0.04156608974569688
4,4,3,0.7,0.08627305,0.04849377136997969
5,5,5,0.3,0.08445195,0.03463840812141407
6,6,5,0.4,0.082887664,0.04618454416188543
7,7,5,0.5,0.082315706,0.057730680202356784
8,8,5,0.6,0.08203256,0.06927681624282814
9,9,5,0.7,0.08186372,0.0808229522832995
10,10,7,0.3,0.08192231,0.048493771369979705
11,11,7,0.4,0.081489466,0.0646583618266396
12,12,7,0.5,0.081321396,0.0808229522832995
13,13,7,0.6,0.08123195,0.09698754273995941
14,14,7,0.7,0.08118133,0.11315213319661929
15,15,9,0.3,0.081299625,0.06234913461854533
16,16,9,0.4,0.08112799,0.08313217949139377
17,17,9,0.5,0.08106496,0.10391522436424222
18,18,9,0.6,0.081038915,0.12469826923709065
19,19,9,0.7,0.08103081,0.14548131410993909
20,20,11,0.3,0.08108483,0.07620449786711095
21,21,11,0.4,0.08101315,0.10160599715614796
22,22,11,0.5,0.081000134,0.12700749644518494
23,23,11,0.6,0.08100868,0.1524089957342219
24,24,11,0.7,0.08102713,0.17781049502325888
