,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.19703835,0.02238543181275244
1,1,3,0.4,0.18930651,0.029847242417003258
2,2,3,0.5,0.18676606,0.03730905302125406
3,3,3,0.6,0.18586093,0.04477086362550488
4,4,3,0.7,0.1854865,0.052232674229755686
5,5,5,0.3,0.18054831,0.03730905302125406
6,6,5,0.4,0.17922424,0.049745404028338755
7,7,5,0.5,0.1787376,0.06218175503542344
8,8,5,0.6,0.17852964,0.07461810604250813
9,9,5,0.7,0.17843264,0.08705445704959282
10,10,7,0.3,0.17804384,0.05223267422975569
11,11,7,0.4,0.17757173,0.06964356563967426
12,12,7,0.5,0.17740843,0.08705445704959282
13,13,7,0.6,0.17734326,0.10446534845951139
14,14,7,0.7,0.17731531,0.12187623986942994
15,15,9,0.3,0.17732082,0.06715629543825731
16,16,9,0.4,0.17713238,0.08954172725100976
17,17,9,0.5,0.17708033,0.1119271590637622
18,18,9,0.6,0.17706664,0.13431259087651462
19,19,9,0.7,0.1770651,0.15669802268926708
20,20,11,0.3,0.17707711,0.08207991664675894
21,21,11,0.4,0.1770171,0.10943988886234526
22,22,11,0.5,0.17701878,0.13679986107793157
23,23,11,0.6,0.17703198,0.16415983329351788
24,24,11,0.7,0.17704545,0.1915198055091042
