,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.17483777,0.021448389839094292
1,1,3,0.4,0.16733038,0.028597853118792396
2,2,3,0.5,0.1621186,0.03574731639849049
3,3,3,0.6,0.15967637,0.042896779678188585
4,4,3,0.7,0.15858135,0.05004624295788668
5,5,5,0.3,0.15505446,0.03574731639849049
6,6,5,0.4,0.15314518,0.04766308853132065
7,7,5,0.5,0.15244114,0.059578860664150815
8,8,5,0.6,0.1520825,0.07149463279698098
9,9,5,0.7,0.15188771,0.08341040492981114
10,10,7,0.3,0.15180297,0.05004624295788669
11,11,7,0.4,0.15121965,0.06672832394384892
12,12,7,0.5,0.1509832,0.08341040492981114
13,13,7,0.6,0.15086767,0.10009248591577338
14,14,7,0.7,0.15080914,0.11677456690173559
15,15,9,0.3,0.15093257,0.06434516951728288
16,16,9,0.4,0.15068537,0.08579355935637718
17,17,9,0.5,0.15059885,0.10724194919547148
18,18,9,0.6,0.1505662,0.12869033903456575
19,19,9,0.7,0.15055633,0.15013872887366006
20,20,11,0.3,0.15062384,0.07864409607667908
21,21,11,0.4,0.15052575,0.10485879476890544
22,22,11,0.5,0.15051094,0.13107349346113178
23,23,11,0.6,0.15052128,0.15728819215335815
24,24,11,0.7,0.15053917,0.1835028908455845
