,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.18931906,0.022636106241019062
1,1,3,0.4,0.1831551,0.030181474988025425
2,2,3,0.5,0.18131766,0.037726843735031775
3,3,3,0.6,0.18067639,0.045272212482038124
4,4,3,0.7,0.1804118,0.05281758122904448
5,5,5,0.3,0.1754119,0.037726843735031775
6,6,5,0.4,0.17426625,0.0503024583133757
7,7,5,0.5,0.1738644,0.06287807289171962
8,8,5,0.6,0.17369993,0.07545368747006355
9,9,5,0.7,0.17362505,0.08802930204840748
10,10,7,0.3,0.17316411,0.05281758122904449
11,11,7,0.4,0.17275596,0.07042344163872599
12,12,7,0.5,0.17262414,0.08802930204840748
13,13,7,0.6,0.17257476,0.10563516245808897
14,14,7,0.7,0.17255476,0.12324102286777046
15,15,9,0.3,0.17252548,0.06790831872305719
16,16,9,0.4,0.17236991,0.09054442496407626
17,17,9,0.5,0.17233172,0.11318053120509533
18,18,9,0.6,0.1723237,0.13581663744611439
19,19,9,0.7,0.17232431,0.15845274368713347
20,20,11,0.3,0.17232393,0.0829990562170699
21,21,11,0.4,0.17228153,0.11066540828942656
22,22,11,0.5,0.17228721,0.13833176036178318
23,23,11,0.6,0.17229979,0.1659981124341398
24,24,11,0.7,0.17231135,0.19366446450649644
