,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.120435975,0.022208380556355014
1,1,3,0.4,0.11522643,0.029611174075140023
2,2,3,0.5,0.11334944,0.03701396759392502
3,3,3,0.6,0.11266562,0.04441676111271003
4,4,3,0.7,0.112382,0.05181955463149503
5,5,5,0.3,0.109467156,0.03701396759392502
6,6,5,0.4,0.10859832,0.049351956791900034
7,7,5,0.5,0.10827119,0.06168994598987504
8,8,5,0.6,0.10812655,0.07402793518785004
9,9,5,0.7,0.108057715,0.08636592438582506
10,10,7,0.3,0.10784939,0.05181955463149504
11,11,7,0.4,0.10754117,0.06909273950866006
12,12,7,0.5,0.10742939,0.08636592438582506
13,13,7,0.6,0.10738252,0.10363910926299008
14,14,7,0.7,0.10736148,0.12091229414015507
15,15,9,0.3,0.10737944,0.06662514166906504
16,16,9,0.4,0.10725234,0.08883352222542007
17,17,9,0.5,0.10721414,0.11104190278177507
18,18,9,0.6,0.107202515,0.13325028333813008
19,19,9,0.7,0.1072,0.1554586638944851
20,20,11,0.3,0.10721644,0.08143072870663505
21,21,11,0.4,0.107171305,0.10857430494218008
22,22,11,0.5,0.1071684,0.1357178811777251
23,23,11,0.6,0.10717494,0.1628614574132701
24,24,11,0.7,0.107182786,0.1900050336488151
