,i,kernel_size,coef,SPE,Ch
0,0,3,0.3,0.25585306,0.02216932986017484
1,1,3,0.4,0.2445762,0.029559106480233126
2,2,3,0.5,0.24041645,0.0369488831002914
3,3,3,0.6,0.23889157,0.04433865972034968
4,4,3,0.7,0.23825857,0.051728436340407954
5,5,5,0.3,0.23217754,0.0369488831002914
6,6,5,0.4,0.23030846,0.0492651774670552
7,7,5,0.5,0.2296018,0.061581471833819
8,8,5,0.6,0.22928701,0.0738977662005828
9,9,5,0.7,0.22913654,0.08621406056734661
10,10,7,0.3,0.22872296,0.05172843634040796
11,11,7,0.4,0.22807111,0.06897124845387728
12,12,7,0.5,0.22783588,0.08621406056734661
13,13,7,0.6,0.22773835,0.10345687268081592
14,14,7,0.7,0.22769557,0.12069968479428524
15,15,9,0.3,0.22774383,0.06650798958052452
16,16,9,0.4,0.22748405,0.08867731944069937
17,17,9,0.5,0.22740793,0.1108466493008742
18,18,9,0.6,0.22738606,0.13301597916104904
19,19,9,0.7,0.22738253,0.15518530902122388
20,20,11,0.3,0.22741647,0.08128754282064107
21,21,11,0.4,0.22733189,0.10838339042752144
22,22,11,0.5,0.22733112,0.13547923803440182
23,23,11,0.6,0.22734797,0.16257508564128215
24,24,11,0.7,0.22736639,0.1896709332481625
