,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.11132536,0.06895116504720873,5.650754551883832e-06,3050.5291113830986
1,1,5,0.009765625,0.10686322,0.11491860841201457,4.3601501171943164e-05,658.914288058749
2,2,7,0.013671875,0.10616649,0.1608860517768204,0.00016749952690213685,240.1291137240339
3,3,9,0.017578125,0.10603324,0.2068534951416262,0.0004577111187025905,112.98255968085547
4,4,11,0.021484375,0.10606947,0.25282093850643206,0.001021391325853472,61.88150714300797
