,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.1023619,0.07494312027230748,7.886187398953225e-06,2375.7716016948534
1,1,5,0.009765625,0.09860321,0.12490520045384582,6.085021141167613e-05,513.1666659660882
2,2,7,0.013671875,0.09801984,0.17486728063538415,0.00023376217215909507,187.01409109551318
3,3,9,0.017578125,0.09789868,0.22482936081692245,0.0006387811793152112,87.99154080351309
4,4,11,0.021484375,0.09790829,0.2747914409984608,0.0014254527124453607,48.19371393370474
