,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.06801992,0.07590740496490415,8.299971225310423e-06,2286.375545900317
1,1,5,0.009765625,0.06552755,0.1265123416081736,6.404298784961746e-05,493.8571179144684
2,2,7,0.013671875,0.06514091,0.17711727825144302,0.0002460275421230904,179.9770837880716
3,3,9,0.017578125,0.06506682,0.22772221489471245,0.000672297669250144,84.68057577408582
4,4,11,0.021484375,0.06508034,0.2783271515379819,0.001500245416169998,46.380270277467
