,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.11762591,0.06652916034981254,4.8976548725430814e-06,3395.97021846027
1,1,5,0.009765625,0.11203975,0.11088193391635423,3.7790546856042284e-05,733.5295671874186
2,2,7,0.013671875,0.11118038,0.15523470748289592,0.00014517616480217202,267.32127084089603
3,3,9,0.017578125,0.11101305,0.1995874810494376,0.0003967100446759894,125.77667475778784
4,4,11,0.021484375,0.11106074,0.24394025461597932,0.0008852662344309043,68.88895259085447
