,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.14092702,0.06644679731263481,4.873446705203341e-06,3408.61413554036
1,1,5,0.009765625,0.13420258,0.11074466218772468,3.76037554413838e-05,736.2606532767179
2,2,7,0.013671875,0.13315167,0.15504252706281454,0.00014445858690362,268.3165646052179
3,3,9,0.017578125,0.13293727,0.19934039193790443,0.00039474918312147064,126.24496798297629
4,4,11,0.021484375,0.13297325,0.2436382568129943,0.0008808905334676806,69.14544076603283
