,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.1560077,0.0703209323018652,6.1133391279950695e-06,2875.716970282313
1,1,5,0.009765625,0.15003037,0.117201553836442,4.717082660490022e-05,621.1548655809797
2,2,7,0.013671875,0.14907916,0.1640821753710188,0.00018121144748538468,226.36839124671275
3,3,9,0.017578125,0.14888416,0.2109627969055956,0.0004951804693676007,106.50803593638197
4,4,11,0.021484375,0.14890006,0.2578434184401724,0.0011050049157157505,58.33535552037751
