,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.14643437,0.06834031299291345,5.4531552569051395e-06,3133.0628678862804
1,1,5,0.009765625,0.14036798,0.11390052165485574,4.2076815253897676e-05,676.7415794634366
2,2,7,0.013671875,0.13941854,0.15946073031679803,0.00016164229347937327,246.6259400376956
3,3,9,0.017578125,0.1392297,0.20502093897874032,0.00044170557580931616,116.03936547726967
4,4,11,0.021484375,0.13926497,0.2505811476406826,0.0009856746434117052,63.5557456295489
