,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.18018681,0.07545368747006355,8.103299375994808e-06,2327.869302644406
1,1,5,0.009765625,0.17355654,0.12575614578343924,6.252545814810808e-05,502.8197693711918
2,2,7,0.013671875,0.1725416,0.17605860409681495,0.00024019780002177205,183.24335618483664
3,3,9,0.017578125,0.1723335,0.22636106241019066,0.0006563672494555796,86.21738157942244
4,4,11,0.021484375,0.1723336,0.27666352072356637,0.0014646963723943212,47.22199186431176
