,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.08108824,0.06708837451054694,5.06441266817431e-06,3311.7549312352885
1,1,5,0.009765625,0.07744081,0.11181395751757824,3.9077258242085714e-05,715.3390651468225
2,2,7,0.013671875,0.07687976,0.15653954052460953,0.00015011919526279648,260.6920791351394
3,3,9,0.017578125,0.07677918,0.20126512353164083,0.0004102174261221191,122.65759004575143
4,4,11,0.021484375,0.076830745,0.24599070653867214,0.0009154082206758034,67.18060341348819
