,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.15910986,0.0775104424474027,9.02362154424063e-06,2147.431662204243
1,1,5,0.009765625,0.15328963,0.12918407074567115,6.962670944630113e-05,463.8452390361166
2,2,7,0.013671875,0.15238729,0.1808576990439396,0.00026747796700891046,169.03981014435735
3,3,9,0.017578125,0.15218052,0.23253132734220808,0.0007309133450834909,79.53450600756456
4,4,11,0.021484375,0.1521634,0.28420495564047654,0.001631047444805272,43.56172417694558
