,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.09328759,0.06762107046293142,5.227188656655746e-06,3234.1032103762864
1,1,5,0.009765625,0.08925418,0.1127017841048857,4.0333245807528894e-05,698.5662934412779
2,2,7,0.013671875,0.08862598,0.15778249774683997,0.00015494419709420298,254.5795530033812
3,3,9,0.017578125,0.08851218,0.20286321138879426,0.0004234022811891154,119.78160038430691
4,4,11,0.021484375,0.08856399,0.24794392503074852,0.0009448304829888487,65.60539945917337
