,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.11164354,0.07381011772040953,7.41999479490784e-06,2486.8655491195086
1,1,5,0.009765625,0.10752248,0.12301686286734921,5.725304625700492e-05,537.162958609814
2,2,7,0.013671875,0.10687898,0.1722236080142889,0.00021994330250091015,195.75909570328497
3,3,9,0.017578125,0.10673235,0.22143035316122858,0.0006010195783875349,92.10613144887071
4,4,11,0.021484375,0.106722765,0.2706370983081683,0.001341186960398095,50.44731016245434
