,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.11036307,0.07398472552586303,7.490456332633351e-06,2469.299674157933
1,1,5,0.009765625,0.10627507,0.12330787587643839,5.779673096167709e-05,533.3687296181135
2,2,7,0.013671875,0.10561915,0.17263102622701373,0.00022203192166237863,194.37635919027466
3,3,9,0.017578125,0.10546538,0.2219541765775891,0.0006067269629433013,91.45554348733087
4,4,11,0.021484375,0.10545343,0.2712773269281645,0.0013539231008158632,50.09097761252004
