,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.083794616,0.06747150573663384,5.181095741396411e-06,3255.6581225445993
1,1,5,0.009765625,0.08014711,0.11245250956105639,3.997759059719452e-05,703.2221544696337
2,2,7,0.013671875,0.079574555,0.15743351338547895,0.0001535779120381825,256.2762953606536
3,3,9,0.017578125,0.07946891,0.2024145172099015,0.0004196687550531092,120.57993046461482
4,4,11,0.021484375,0.07951593,0.24739552103432405,0.0009364990462936399,66.04265162186643
