,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.16509725,0.08019557253968074,1.0340500925848091e-05,1938.8705903796285
1,1,5,0.009765625,0.15907961,0.13365928756613457,7.978781578586493e-05,418.7960475219997
2,2,7,0.013671875,0.15815048,0.1871230025925884,0.0003065128731229787,152.62246629810483
3,3,9,0.017578125,0.15794618,0.24058671761904224,0.0008375805749936958,71.81002186591215
4,4,11,0.021484375,0.15793136,0.2940504326454961,0.0018690774574733576,39.330958632794854
