,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.12873454,0.0690168977187384,5.672333342151162e-06,3041.821308608275
1,1,5,0.009765625,0.12369636,0.115028162864564,4.376800418326514e-05,657.0334026593874
2,2,7,0.013671875,0.12300991,0.1610394280103896,0.00016813916487043136,239.4436598612928
3,3,9,0.017578125,0.12297977,0.2070506931562152,0.00045945900071424415,112.66004846697315
4,4,11,0.021484375,0.12314445,0.2530619583020408,0.0010252917587954963,61.70486501309046
