,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.077800915,0.06776867594216854,5.272978623882331e-06,3213.01681535514
1,1,5,0.009765625,0.07449503,0.11294779323694756,4.068656345588218e-05,694.0116321167102
2,2,7,0.013671875,0.07397842,0.1581269105317266,0.000156301502172117,252.919691004632
3,3,9,0.017578125,0.07389099,0.20330602782650561,0.0004271112685344688,119.0006227909311
4,4,11,0.021484375,0.07394124,0.24848514512128464,0.0009531071608921137,65.17765140089314
