,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.15750434,0.07144135386302752,6.512364695047946e-06,2742.527377089005
1,1,5,0.009765625,0.15152827,0.11906892310504587,5.024972758524649e-05,592.3859134512251
2,2,7,0.013671875,0.15059821,0.1666964923470642,0.0001930393534914829,215.8840792460733
3,3,9,0.017578125,0.15040563,0.21432406158908254,0.0005275015402988834,101.57508804033354
4,4,11,0.021484375,0.15041228,0.2619516308311009,0.0011771300185209502,55.633538077688314
