,i,kernel_size,bandwidth,SPE,Ch,Ch^4/4,Ch^-3
0,0,3,0.005859375,0.07100353,0.08227068163247618,1.145302980449464e-05,1795.827895256803
1,1,5,0.009765625,0.06841196,0.13711780272079363,8.837214355319937e-05,387.8988253754695
2,2,7,0.013671875,0.06800701,0.1919649238091111,0.0003394904266739708,141.36254569076874
3,3,9,0.017578125,0.06791906,0.24681204489742856,0.0009276954141640661,66.51214426877047
4,4,11,0.021484375,0.06791417,0.301659165985746,0.0020701704860198273,36.42926609461584
